Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Banana,Fruit,Dozen,Maharashtra,Nagpur,Nagpur,7/26/2020,2020,7,Kharif,228.25,99.2,108.14,103.67
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,6/10/2025,2025,6,Kharif,291.18,12.18,13.79,12.64
Maize,Grain,Quintal,Maharashtra,Pune,Pune,10/5/2021,2021,10,Rabi,638.4,1826.12,1881.56,1853.98
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,3/15/2022,2022,3,Rabi,852.91,36.78,41.26,38.69
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,4/17/2021,2021,4,Zaid,777.76,8778.69,9481.78,9130.65
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,9/25/2020,2020,9,Kharif,381.95,7515.13,8046.6,7780.7
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,4/7/2025,2025,4,Zaid,105.16,93.81,101.28,97.47
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,11/5/2025,2025,11,Rabi,907.82,1596.55,1734.32,1665.06
Brinjal,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,10/12/2025,2025,10,Rabi,899.51,19.33,20.76,19.81
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,3/26/2020,2020,3,Rabi,862.93,5242.75,5655.05,5448.81
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,6/2/2021,2021,6,Kharif,552.69,27.54,30.13,29.05
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,11/11/2020,2020,11,Rabi,285.13,30.39,32.97,31.4
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,10/26/2021,2021,10,Rabi,200.09,104.8,116.37,110.09
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,12/14/2020,2020,12,Rabi,664,34.29,37.58,36.25
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,3/31/2024,2024,3,Rabi,417.58,70.59,75.08,73.33
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/2/2021,2021,5,Zaid,869.01,7229.68,7312.75,7271.61
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,7/29/2020,2020,7,Kharif,876.12,52.35,54.52,53.11
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,2/14/2020,2020,2,Rabi,695.82,15.26,16.4,16.3
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,2/27/2025,2025,2,Rabi,527.23,37.01,41.56,39.61
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,6/8/2022,2022,6,Kharif,770.88,13.52,15.06,14.75
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,5/15/2023,2023,5,Zaid,419.25,46.45,52.12,48.85
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,5/10/2025,2025,5,Zaid,618.66,2283.38,2438.47,2361.42
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,10/31/2025,2025,10,Rabi,774.37,16.74,18.75,17.57
Banana,Fruit,Dozen,Maharashtra,Nashik,Lasalgaon,1/30/2023,2023,1,Rabi,584.62,70.2,73.6,72.33
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,4/4/2025,2025,4,Zaid,632.1,1624.47,1767.21,1695.66
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,2/3/2025,2025,2,Rabi,379.66,6258.44,6613.38,6435.51
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,2/4/2024,2024,2,Rabi,399.81,4701.84,4970.95,4836.66
Brinjal,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,3/23/2021,2021,3,Rabi,630.73,31.19,34.21,32.96
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,3/3/2022,2022,3,Rabi,648.9,2796.73,2966.07,2881.39
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,1/8/2021,2021,1,Rabi,337.69,1756.51,1995.61,1875.94
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,7/16/2020,2020,7,Kharif,139.25,123.54,143.76,133.82
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,3/17/2023,2023,3,Rabi,232.3,2417.58,2718.57,2567.95
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,6/5/2021,2021,6,Kharif,501.1,29.27,32.28,30.59
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,1/11/2021,2021,1,Rabi,607.42,7.55,8.61,8.24
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,1/22/2021,2021,1,Rabi,265.88,16.82,18.91,18
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,7/18/2020,2020,7,Kharif,719.38,7708.02,8270.31,7989.4
Banana,Fruit,Dozen,Maharashtra,Nagpur,Nagpur,6/16/2021,2021,6,Kharif,583.91,39.83,41.35,40.63
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,9/3/2025,2025,9,Kharif,718.07,2890.13,3336.03,3113.53
Cabbage,Vegetable,Kg,Punjab,Amritsar,Amritsar,7/28/2024,2024,7,Kharif,764.2,8.09,9.27,8.98
Onion,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,2/4/2024,2024,2,Rabi,320.79,15.69,17.66,16.74
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,5/25/2025,2025,5,Zaid,620.31,42.96,45.31,44.15
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,10/11/2021,2021,10,Rabi,99.82,24.78,27.96,26.85
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,1/12/2021,2021,1,Rabi,417.29,2255.07,2442.87,2348.91
Mango,Fruit,Kg,Maharashtra,Pune,Pune,5/24/2021,2021,5,Zaid,727.92,107.23,119.16,112.81
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/6/2023,2023,2,Rabi,335.43,48.69,51.03,49.69
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,9/19/2020,2020,9,Kharif,669.55,205.95,219.26,213.09
Rice,Grain,Quintal,Maharashtra,Pune,Pune,3/12/2020,2020,3,Rabi,277.9,2788.17,2975.22,2881.34
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,3/6/2020,2020,3,Rabi,806.89,102.21,104.53,103.07
Tomato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,6/13/2020,2020,6,Kharif,643.83,69.12,75.34,72.15
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,12/7/2021,2021,12,Rabi,827.89,1806.57,1957.3,1881.47
Brinjal,Vegetable,Kg,Maharashtra,Pune,Pune,1/21/2024,2024,1,Rabi,773.43,46.51,51.85,49.53
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,5/28/2023,2023,5,Zaid,162.72,2711.42,3099.61,2905.73
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,1/5/2020,2020,1,Rabi,948.3,19.36,21.51,20.74
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,3/27/2025,2025,3,Rabi,39.24,2585.66,2849.61,2717.9
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,10/27/2023,2023,10,Rabi,514.73,42.79,46.74,44.48
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,1/4/2021,2021,1,Rabi,285.5,2002.75,2198.35,2100.34
Cotton,Fiber,Quintal,Maharashtra,Pune,Pune,3/2/2020,2020,3,Rabi,824.19,6531.47,6980.75,6756.36
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,12/20/2022,2022,12,Rabi,153.28,1911.25,1958.49,1934.76
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,8/25/2020,2020,8,Kharif,155.69,46.15,50.01,48.34
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,4/21/2025,2025,4,Zaid,30.52,1956.62,2158.61,2057.91
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,11/20/2023,2023,11,Rabi,191.27,147.43,155.95,151.31
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,12/8/2020,2020,12,Rabi,692.98,4087.93,4738.21,4412.8
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,4/17/2024,2024,4,Zaid,287.5,2137.42,2289.69,2213.4
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,9/17/2022,2022,9,Kharif,662.67,37.01,40.15,38.33
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,9/6/2022,2022,9,Kharif,466.18,2161.24,2401.65,2281.32
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,2/8/2024,2024,2,Rabi,295.59,48.15,52.5,50.13
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,9/13/2020,2020,9,Kharif,207.64,5424.22,5842.69,5633.91
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,7/12/2021,2021,7,Kharif,935.09,18.05,20.23,19.47
Wheat,Grain,Quintal,Maharashtra,Nagpur,Nagpur,2/25/2025,2025,2,Rabi,787.24,2663.93,2925.02,2794.11
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,12/29/2025,2025,12,Rabi,73.85,20.83,23.56,22.47
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,9/13/2023,2023,9,Kharif,268.75,45.58,48.89,47.2
Cotton,Fiber,Quintal,Maharashtra,Nashik,Lasalgaon,6/30/2024,2024,6,Kharif,472.48,5146.68,5451.13,5299.36
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,1/25/2022,2022,1,Rabi,483.06,54.44,60.34,57.42
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,8/14/2020,2020,8,Kharif,351.13,180.84,199.18,189.77
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,7/17/2020,2020,7,Kharif,841.71,2354.76,2407.89,2381.06
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,9/8/2024,2024,9,Kharif,523.53,4568.72,5031.42,4800.33
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,3/20/2022,2022,3,Rabi,851.73,22.3,25.2,23.67
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,10/17/2024,2024,10,Rabi,937.2,52.4,57.36,55.03
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,9/2/2025,2025,9,Kharif,651.3,36.37,38.73,37.63
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,11/28/2021,2021,11,Rabi,221.04,7.86,8.95,8.64
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,12/30/2020,2020,12,Rabi,260.95,2965.12,3233.5,3099.17
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2/3/2024,2024,2,Rabi,908.22,2931.41,2978.6,2955.24
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,8/15/2020,2020,8,Kharif,229.4,79.97,88.96,84.61
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,12/31/2024,2024,12,Rabi,663.35,2379.65,2555.41,2467.72
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,5/8/2022,2022,5,Zaid,51.25,34.33,38.57,36.34
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,9/26/2022,2022,9,Kharif,209.09,2172.84,2344.48,2258.17
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,4/7/2023,2023,4,Zaid,263.28,56.47,61.28,59.12
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,1/9/2024,2024,1,Rabi,235.93,39.2,44.52,41.43
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,9/21/2022,2022,9,Kharif,177.01,2066.88,2143.65,2105.35
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,2/19/2025,2025,2,Rabi,103.94,43.9,47.32,45.77
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,2/24/2025,2025,2,Rabi,219.78,7283,7478.18,7380.72
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,3/3/2024,2024,3,Rabi,501.4,65.54,71.09,68.06
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,7/24/2024,2024,7,Kharif,511.62,36.85,42.35,39.44
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,7/12/2024,2024,7,Kharif,36.04,15.01,16.26,16.12
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,4/28/2023,2023,4,Zaid,813.69,1688.65,1741.75,1714.84
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,7/23/2025,2025,7,Kharif,940.46,16.99,19.02,18.1
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,3/26/2021,2021,3,Rabi,235.63,1885.76,2030.64,1958.27
Cabbage,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,8/31/2021,2021,8,Kharif,471.02,14.45,16.14,15.73
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,8/11/2023,2023,8,Kharif,181.85,24.58,26.66,25.68
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,3/16/2020,2020,3,Rabi,39.41,209.85,219.48,215.16
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,10/20/2021,2021,10,Rabi,822.48,2152.79,2321.92,2237.79
Mango,Fruit,Kg,Maharashtra,Pune,Pune,11/27/2020,2020,11,Rabi,467.67,103.22,115.9,109.68
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,6/26/2022,2022,6,Kharif,45.5,3037.77,3074.29,3055.64
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,4/7/2022,2022,4,Zaid,852.23,114.47,119.72,117.54
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,4/12/2024,2024,4,Zaid,259.81,25.33,27.56,26.44
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,5/23/2020,2020,5,Zaid,927.69,219.12,239.3,229.3
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,8/19/2024,2024,8,Kharif,113.34,167.21,178.53,172.69
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,10/31/2022,2022,10,Rabi,40.66,41.66,47.89,44.7
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,11/11/2021,2021,11,Rabi,497.3,104.4,119.52,112.4
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,8/14/2022,2022,8,Kharif,243.86,173.23,186.03,180.12
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,10/23/2024,2024,10,Rabi,791.38,38.76,42.26,40.13
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,11/7/2024,2024,11,Rabi,216.1,24.74,27.74,26.43
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,5/24/2025,2025,5,Zaid,591.22,2536.91,2734.87,2636.31
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,9/13/2021,2021,9,Kharif,791.63,36.03,38.44,37.34
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,5/12/2021,2021,5,Zaid,89.01,13.76,15.32,14.06
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2/6/2021,2021,2,Rabi,779.64,6018.99,6510.15,6264.24
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,3/8/2025,2025,3,Rabi,571.31,40,46.06,43.34
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,9/22/2024,2024,9,Kharif,37.95,7712.76,8125.45,7918.92
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,10/14/2025,2025,10,Rabi,167.33,141.52,153,147.26
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2/12/2020,2020,2,Rabi,168.15,38.58,42.43,40.9
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,12/14/2021,2021,12,Rabi,588.08,28.52,31.61,29.63
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,10/29/2024,2024,10,Rabi,91.41,26.4,29.05,28.01
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,4/20/2022,2022,4,Zaid,96.92,22.28,24.47,23.2
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,11/4/2022,2022,11,Rabi,191.82,149.49,162.96,156.08
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,4/7/2022,2022,4,Zaid,703.98,6573.34,7394.15,6983.28
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,10/21/2025,2025,10,Rabi,572.73,27.8,30.55,29.12
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,6/13/2022,2022,6,Kharif,455.29,209.97,215.73,213.19
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,10/30/2023,2023,10,Rabi,759.96,1843.46,1988.01,1915.99
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2/17/2022,2022,2,Rabi,111.25,59.2,67.71,63.69
Onion,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,10/31/2022,2022,10,Rabi,663.78,56.73,61.09,58.54
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,9/10/2021,2021,9,Kharif,393.59,120.86,127.72,124.59
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,3/9/2024,2024,3,Rabi,417.79,15.14,16.62,15.74
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,12/3/2022,2022,12,Rabi,487.88,43.43,45.99,44.94
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,9/30/2022,2022,9,Kharif,205.57,32.04,34.97,33.03
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/2/2023,2023,4,Zaid,396.57,11.39,12.69,11.9
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,2/12/2023,2023,2,Rabi,244.77,68.14,72.54,70.77
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,5/11/2022,2022,5,Zaid,379.26,33.06,36.46,34.5
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/5/2021,2021,1,Rabi,281.38,2114.9,2194.74,2155.22
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,3/1/2021,2021,3,Rabi,521.55,4373.29,5080.22,4727.2
Rice,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,8/24/2020,2020,8,Kharif,879.75,2678.43,2797.71,2738.37
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,12/11/2020,2020,12,Rabi,461.11,51.06,56.52,53.51
Cabbage,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,7/4/2023,2023,7,Kharif,72.57,13.93,15.93,14.45
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,11/9/2023,2023,11,Rabi,504.17,5711.81,6041.56,5876.81
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,7/2/2022,2022,7,Kharif,715.55,152.11,163.65,158.22
Milk,Dairy,Litre,Maharashtra,Nagpur,Nagpur,11/10/2021,2021,11,Rabi,765.85,68.31,72.49,70.76
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,6/10/2021,2021,6,Kharif,513.41,24.47,26.05,25.27
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,5/21/2024,2024,5,Zaid,786.01,2087.36,2226.92,2157.11
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/7/2021,2021,12,Rabi,734.06,28.57,32.68,30.3
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/8/2023,2023,12,Rabi,468.79,27.9,31.35,29.64
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,11/29/2023,2023,11,Rabi,627.19,85.87,94.63,90.33
Mustard Oil,Oil,Litre,Maharashtra,Pune,Pune,12/20/2023,2023,12,Rabi,720.17,200.89,223.51,212.4
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,12/28/2022,2022,12,Rabi,230.99,5673.7,6106.74,5890.65
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,4/13/2020,2020,4,Zaid,411.82,2725.27,2879.39,2802.2
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,11/16/2020,2020,11,Rabi,553.14,135.36,141.73,138.84
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,2/2/2021,2021,2,Rabi,333.5,1942.49,2035.19,1988.44
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,12/26/2025,2025,12,Rabi,165.86,27.8,31.48,29.82
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,5/20/2021,2021,5,Zaid,791.42,33.69,35.99,34.67
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2/3/2023,2023,2,Rabi,533.6,2931.56,3319.44,3125.93
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/17/2021,2021,2,Rabi,325.6,37.81,42.89,40.35
Cotton,Fiber,Quintal,Maharashtra,Nashik,Lasalgaon,2/14/2024,2024,2,Rabi,200.42,8232.37,9235.75,8734.02
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,12/11/2022,2022,12,Rabi,324.86,7375.83,8071.61,7724.08
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,7/27/2025,2025,7,Kharif,828.02,4927.26,5584,5255.34
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,9/20/2022,2022,9,Kharif,271.01,5953.12,6550.18,6251.81
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,9/17/2025,2025,9,Kharif,442.53,196.58,224.9,210.72
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,9/7/2023,2023,9,Kharif,839.53,57.34,64.55,61.05
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,9/14/2022,2022,9,Kharif,246.42,118.47,133.44,125.53
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,3/14/2023,2023,3,Rabi,149.84,30.43,31.71,31.2
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,3/19/2023,2023,3,Rabi,513.56,43.15,47.11,45.21
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,7/31/2021,2021,7,Kharif,381.52,5280.5,5624.75,5452.75
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,3/23/2024,2024,3,Rabi,236.88,89.97,101.58,96.02
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2/26/2023,2023,2,Rabi,626.89,6258.85,6813.77,6536.4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,7/19/2023,2023,7,Kharif,497.39,4129.58,4602.33,4366.22
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/29/2025,2025,9,Kharif,848.82,1949.59,2131.52,2040.23
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,12/6/2025,2025,12,Rabi,87.71,18.7,21.35,20.36
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,10/12/2022,2022,10,Rabi,91.64,17.58,19.76,18.44
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,6/18/2022,2022,6,Kharif,671.08,123.35,139.85,131.59
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,11/19/2020,2020,11,Rabi,682.4,145.27,154.73,149.53
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,6/7/2023,2023,6,Kharif,413.6,28.92,30.99,30.23
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,10/15/2023,2023,10,Rabi,505.3,45.93,52.66,48.85
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,7/6/2021,2021,7,Kharif,919.25,57.87,60.75,59.16
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,7/19/2020,2020,7,Kharif,429.96,1955.33,2127.65,2041.2
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,5/19/2023,2023,5,Zaid,741.76,74.39,85.2,79.63
Maize,Grain,Quintal,Punjab,Amritsar,Amritsar,1/14/2023,2023,1,Rabi,254.09,1861.9,1973.27,1917.16
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,2/20/2021,2021,2,Rabi,743.98,5242.19,5998.35,5620.13
Rice,Grain,Quintal,Maharashtra,Nagpur,Nagpur,5/11/2021,2021,5,Zaid,239.11,2704.27,3108.08,2906.18
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,9/13/2023,2023,9,Kharif,217.64,2154.84,2294.2,2224.87
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,8/15/2022,2022,8,Kharif,391.22,36.69,40.18,38.72
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,11/30/2021,2021,11,Rabi,85.86,119.81,126.05,122.85
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,8/26/2025,2025,8,Kharif,228.79,86.4,94.4,90.13
Tomato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,8/23/2022,2022,8,Kharif,127.25,30.28,32.07,31.28
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,1/5/2023,2023,1,Rabi,130.01,2487.49,2599.32,2543
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,11/4/2023,2023,11,Rabi,446.57,16.06,17.96,17.14
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,10/12/2021,2021,10,Rabi,829.08,2480.08,2726.83,2603.19
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,4/25/2024,2024,4,Zaid,839.61,31.7,34.71,33.26
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,7/7/2024,2024,7,Kharif,170.52,23.95,27.48,25.8
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,9/4/2023,2023,9,Kharif,666.08,110.19,115.75,112.69
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,8/3/2020,2020,8,Kharif,354.26,2385.39,2626.12,2506.14
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/21/2025,2025,7,Kharif,312.13,26.9,29.48,28.49
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,9/18/2020,2020,9,Kharif,608.38,144.27,159.38,152.04
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,6/4/2022,2022,6,Kharif,861.76,20.5,22.94,21.4
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,2/22/2022,2022,2,Rabi,55.55,19.71,21.78,20.48
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,11/1/2022,2022,11,Rabi,947.83,12.57,14.26,13.75
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,5/3/2020,2020,5,Zaid,803.35,136.4,151.88,144.59
Rice,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/19/2020,2020,5,Zaid,850.9,2776.73,3198,2987.19
Potato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,11/24/2022,2022,11,Rabi,903.87,30.91,33.34,32
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,1/15/2020,2020,1,Rabi,233.63,44.51,49.13,46.5
