Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Day,Week,Quarter,DayOfWeek
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-07-27,2022,7,Kharif,158.88,2242.47,2500.36,2371.78,27,30,3,2
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-01-17,2023,1,Rabi,942.02,2153.22,2291.84,2222.03,17,3,1,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-06-15,2020,6,Kharif,566.77,4344.2,4784.47,4564.5,15,25,2,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2021-07-07,2021,7,Kharif,642.21,114.18,117.46,116.26,7,27,3,2
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2023-11-07,2023,11,Rabi,566.0,85.1,92.51,89.14,7,45,4,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2021-11-21,2021,11,Rabi,324.63,39.26,44.27,41.58,21,46,4,6
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-02-08,2024,2,Rabi,357.21,43.36,44.63,43.87,8,6,1,3
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-03-08,2024,3,Rabi,947.08,27.07,29.12,27.8,8,10,1,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2020-04-05,2020,4,Zaid,464.9,194.22,209.58,201.99,5,14,2,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-10-15,2025,10,Rabi,573.34,6706.13,7381.52,7043.91,15,42,4,2
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-06-21,2022,6,Kharif,320.55,15.06,17.06,15.96,21,25,2,1
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-05-22,2025,5,Zaid,644.79,40.99,45.79,42.92,22,21,2,3
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-03-04,2022,3,Rabi,156.13,1858.03,2043.86,1950.95,4,9,1,4
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-06-20,2025,6,Kharif,514.03,32.51,35.36,33.58,20,25,2,4
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-12-12,2024,12,Rabi,707.59,28.29,30.92,30.04,12,50,4,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-05-11,2025,5,Zaid,849.48,46.84,49.2,48.37,11,19,2,6
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-02-01,2020,2,Rabi,239.6,11.75,13.08,12.75,1,5,1,5
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-02-04,2025,2,Rabi,623.76,21.39,23.4,22.07,4,6,1,1
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-01-03,2021,1,Rabi,879.25,20.82,22.54,21.31,3,53,1,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-04-13,2025,4,Zaid,797.83,4778.73,5195.96,4987.48,13,15,2,6
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-05-28,2020,5,Zaid,326.53,21.29,23.57,22.11,28,22,2,3
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-04-07,2020,4,Zaid,399.89,15.01,17.04,16.22,7,15,2,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2022-07-05,2022,7,Kharif,310.62,51.8,55.46,53.61,5,27,3,1
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-08-28,2020,8,Kharif,135.38,1768.9,1859.02,1814.04,28,35,3,4
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-07-12,2025,7,Kharif,800.36,2507.97,2689.34,2598.4,12,28,3,5
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2025-05-28,2025,5,Zaid,831.18,4254.34,4637.84,4446.52,28,22,2,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-05-25,2020,5,Zaid,230.23,21.85,23.94,23.15,25,22,2,0
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2024-10-25,2024,10,Rabi,755.9,52.84,58.43,55.21,25,43,4,4
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-03-02,2025,3,Rabi,675.96,34.67,36.43,35.73,2,9,1,6
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-01-28,2024,1,Rabi,437.7,28.92,31.39,30.51,28,4,1,6
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-11-03,2022,11,Rabi,332.11,44.22,49.8,46.6,3,44,4,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2020-06-05,2020,6,Kharif,447.56,78.97,87.96,83.32,5,23,2,4
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-11-23,2021,11,Rabi,20.78,60.92,66.82,63.89,23,47,4,1
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2024-05-09,2024,5,Zaid,609.74,44.98,50.14,48.02,9,19,2,3
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-11-03,2024,11,Rabi,529.66,20.79,22.12,21.52,3,44,4,6
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2024-06-03,2024,6,Kharif,225.35,6366.07,7113.02,6739.73,3,23,2,0
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2022-02-06,2022,2,Rabi,589.97,108.2,120.51,114.5,6,5,1,6
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-11-19,2023,11,Rabi,519.56,2345.72,2669.29,2507.81,19,46,4,6
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-07-19,2021,7,Kharif,727.32,1894.73,1966.25,1930.48,19,29,3,0
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2023-02-11,2023,2,Rabi,725.73,6811.24,7414.8,7113.23,11,6,1,5
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-09-08,2024,9,Kharif,96.15,34.41,38.89,36.43,8,36,3,6
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2024-09-28,2024,9,Kharif,208.1,54.55,59.95,57.64,28,39,3,5
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-11-20,2022,11,Rabi,432.67,2441.9,2511.74,2476.79,20,46,4,6
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-06-12,2021,6,Kharif,292.02,23.41,25.4,24.17,12,23,2,5
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-07-10,2024,7,Kharif,804.91,1770.83,1886.63,1828.62,10,28,3,2
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-01-06,2024,1,Rabi,417.05,24.95,28.45,26.94,6,1,1,5
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2023-05-20,2023,5,Zaid,878.3,53.01,57.75,54.97,20,20,2,5
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-11-10,2024,11,Rabi,474.19,27.61,31.71,29.72,10,45,4,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-04-16,2020,4,Zaid,65.41,26.94,30.92,28.71,16,16,2,3
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2022-09-06,2022,9,Kharif,342.43,169.68,185.82,177.75,6,36,3,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-05-17,2023,5,Zaid,563.62,25.2,26.93,25.83,17,20,2,2
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2021-08-07,2021,8,Kharif,903.66,200.32,230.64,215.9,7,31,3,5
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-03-13,2025,3,Rabi,757.26,34.03,39.4,36.25,13,11,1,3
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2025-01-23,2025,1,Rabi,616.56,44.72,50.23,47.37,23,4,1,3
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-08-26,2024,8,Kharif,331.72,17.61,19.36,18.27,26,35,3,0
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2025-12-09,2025,12,Rabi,265.36,7394.04,8493.67,7944.31,9,50,4,1
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2020-03-08,2020,3,Rabi,509.47,5499.03,5708.11,5603.28,8,10,1,6
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2024-01-01,2024,1,Rabi,193.0,140.11,153.03,146.13,1,1,1,0
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-11-09,2024,11,Rabi,252.53,15.34,17.76,16.32,9,45,4,5
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-07-16,2021,7,Kharif,542.56,81.52,89.14,85.77,16,28,3,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-09-28,2023,9,Kharif,797.38,11.62,13.12,12.73,28,39,3,3
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-06-27,2024,6,Kharif,817.8,2134.12,2438.69,2285.95,27,26,2,3
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2022-06-16,2022,6,Kharif,711.98,4868.12,5293.18,5081.06,16,24,2,3
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2020-04-25,2020,4,Zaid,388.27,88.2,93.91,91.11,25,17,2,5
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2022-10-06,2022,10,Rabi,45.43,128.13,139.24,133.96,6,40,4,3
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2020-10-23,2020,10,Rabi,402.62,71.4,73.61,72.24,23,43,4,4
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-08-29,2022,8,Kharif,224.53,1848.87,2036.44,1942.16,29,35,3,0
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-10-02,2020,10,Rabi,921.3,33.72,37.0,35.03,2,40,4,4
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-12-19,2024,12,Rabi,377.11,1754.13,1992.57,1873.1,19,51,4,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-05-21,2023,5,Zaid,238.17,49.51,54.6,51.86,21,20,2,6
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-08-25,2021,8,Kharif,699.08,24.64,28.54,26.15,25,34,3,2
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2022-07-30,2022,7,Kharif,899.75,172.47,180.77,176.27,30,30,3,5
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-04-04,2020,4,Zaid,188.81,18.75,20.07,19.33,4,14,2,5
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-04-20,2022,4,Zaid,788.46,21.99,24.53,23.29,20,16,2,2
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2022-10-14,2022,10,Rabi,809.75,105.75,115.72,110.95,14,41,4,4
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-08-31,2020,8,Kharif,807.81,5247.91,5474.0,5361.09,31,36,3,0
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2023-02-12,2023,2,Rabi,643.6,4342.67,4620.88,4481.74,12,6,1,6
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2023-08-22,2023,8,Kharif,501.22,5679.17,6025.01,5852.12,22,34,3,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-07-31,2024,7,Kharif,766.13,1701.54,1761.46,1731.63,31,31,3,2
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2020-08-23,2020,8,Kharif,881.19,50.04,56.33,53.64,23,34,3,6
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2022-04-19,2022,4,Zaid,644.04,43.08,45.49,44.06,19,16,2,1
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-01-25,2025,1,Rabi,166.0,32.24,34.02,33.18,25,4,1,5
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2021-05-28,2021,5,Zaid,682.15,6129.31,6547.79,6338.36,28,21,2,4
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2023-05-16,2023,5,Zaid,530.91,5294.68,5823.03,5558.79,16,20,2,1
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-05-27,2023,5,Zaid,414.86,38.94,44.02,41.55,27,21,2,5
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-09-15,2024,9,Kharif,713.84,17.89,19.78,19.25,15,37,3,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-02-01,2020,2,Rabi,454.02,30.93,34.0,32.26,1,5,1,5
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-04-11,2021,4,Zaid,299.71,2363.94,2498.29,2431.34,11,14,2,6
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-07-02,2021,7,Kharif,378.55,51.97,55.52,53.63,2,26,3,4
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-11-16,2025,11,Rabi,665.68,20.83,23.37,22.12,16,46,4,6
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2020-04-26,2020,4,Zaid,487.32,64.75,74.58,70.11,26,17,2,6
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-07-31,2022,7,Kharif,502.6,4313.04,4644.02,4478.53,31,30,3,6
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-01-06,2023,1,Rabi,693.26,62.98,64.76,64.24,6,1,1,4
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-12-27,2024,12,Rabi,863.64,1961.21,2205.03,2082.81,27,52,4,4
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-09-10,2025,9,Kharif,893.61,2941.94,3388.3,3165.0,10,37,3,2
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-07-31,2025,7,Kharif,221.2,22.99,25.43,24.63,31,31,3,3
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-11-09,2023,11,Rabi,401.05,20.42,22.21,21.63,9,45,4,3
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-01-07,2021,1,Rabi,358.61,2295.01,2469.65,2382.54,7,1,1,3
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-12-28,2021,12,Rabi,456.59,10.56,12.13,11.76,28,52,4,1
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2022-07-04,2022,7,Kharif,207.99,8806.14,9619.71,9212.63,4,27,3,0
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-05-16,2022,5,Zaid,261.69,18.75,21.0,19.65,16,20,2,0
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-11-18,2023,11,Rabi,90.07,2506.94,2726.5,2616.99,18,46,4,5
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-09-27,2020,9,Kharif,486.88,45.88,50.58,48.32,27,39,3,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-09-14,2020,9,Kharif,262.34,23.37,26.52,24.7,14,38,3,0
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2023-09-16,2023,9,Kharif,840.32,5511.01,6286.43,5898.31,16,37,3,5
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-10-04,2024,10,Rabi,474.89,4911.14,5511.66,5210.97,4,40,4,4
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2025-03-20,2025,3,Rabi,687.73,28.95,30.6,29.68,20,12,1,3
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-09-19,2020,9,Kharif,129.15,1829.94,2026.86,1928.73,19,38,3,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2021-06-03,2021,6,Kharif,851.84,115.75,128.98,122.11,3,22,2,3
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-08-19,2020,8,Kharif,696.39,55.39,61.3,58.48,19,34,3,2
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-07-22,2022,7,Kharif,729.04,1496.17,1682.4,1589.54,22,29,3,4
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2020-06-23,2020,6,Kharif,837.34,110.87,129.51,120.14,23,26,2,1
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-02-06,2023,2,Rabi,504.14,15.83,17.83,16.35,6,6,1,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2023-06-11,2023,6,Kharif,800.36,56.54,63.59,60.38,11,23,2,6
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-12-01,2021,12,Rabi,79.28,30.77,33.88,31.83,1,48,4,2
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-09-19,2024,9,Kharif,444.19,1672.54,1835.54,1754.52,19,38,3,3
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-06-10,2020,6,Kharif,856.5,5151.09,5455.5,5302.98,10,24,2,2
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-11-16,2024,11,Rabi,178.06,2215.73,2347.73,2281.91,16,46,4,5
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-07-19,2023,7,Kharif,420.37,11.69,13.55,12.47,19,29,3,2
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-05-02,2020,5,Zaid,452.11,39.98,44.03,42.16,2,18,2,5
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-03-11,2022,3,Rabi,410.17,2667.26,2874.63,2770.62,11,10,1,4
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-01-14,2021,1,Rabi,786.25,6002.45,6943.3,6472.55,14,2,1,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2023-11-16,2023,11,Rabi,417.78,113.62,128.84,120.96,16,46,4,3
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-05-12,2025,5,Zaid,430.45,10.62,11.79,10.85,12,20,2,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-11-10,2023,11,Rabi,170.4,45.93,52.86,49.61,10,45,4,4
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2022-12-29,2022,12,Rabi,391.77,4647.41,5150.11,4898.81,29,52,4,3
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-02-17,2020,2,Rabi,659.08,17.81,19.95,19.25,17,8,1,0
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2025-01-05,2025,1,Rabi,212.74,7825.92,8447.48,8136.68,5,1,1,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-01-23,2020,1,Rabi,747.36,12.54,14.26,13.43,23,4,1,3
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2021-08-28,2021,8,Kharif,163.59,108.85,123.62,115.77,28,34,3,5
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-06-13,2020,6,Kharif,295.19,2640.78,2820.43,2731.08,13,24,2,5
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-12-26,2023,12,Rabi,827.91,39.79,45.0,42.75,26,52,4,1
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-11-02,2021,11,Rabi,566.51,83.48,89.0,86.08,2,44,4,1
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-09-28,2021,9,Kharif,353.83,33.69,35.87,34.84,28,39,3,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-02-13,2022,2,Rabi,655.23,2611.58,2805.49,2708.49,13,6,1,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-08-15,2024,8,Kharif,438.26,27.53,30.18,29.22,15,33,3,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-04-04,2020,4,Zaid,119.57,54.45,58.33,56.51,4,14,2,5
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-01-21,2021,1,Rabi,627.3,16.55,18.96,18.09,21,3,1,3
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-11-01,2022,11,Rabi,618.76,5933.93,6337.83,6135.86,1,44,4,1
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-01-19,2022,1,Rabi,303.19,12.09,13.38,12.26,19,3,1,2
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-06-20,2021,6,Kharif,506.66,12.75,14.0,13.19,20,24,2,6
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-10-08,2021,10,Rabi,393.03,49.81,52.66,51.39,8,40,4,4
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2023-08-15,2023,8,Kharif,899.06,157.17,164.8,160.8,15,33,3,1
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-01-01,2021,1,Rabi,306.26,2123.67,2350.51,2236.95,1,53,1,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2023-11-08,2023,11,Rabi,25.35,202.34,209.72,206.36,8,45,4,2
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-09-11,2023,9,Kharif,620.62,2585.94,2822.23,2704.17,11,37,3,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2021-03-09,2021,3,Rabi,799.47,106.89,112.73,110.2,9,10,1,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2022-02-28,2022,2,Rabi,42.75,37.38,40.34,38.82,28,9,1,0
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2025-03-08,2025,3,Rabi,578.19,178.15,182.08,180.57,8,10,1,5
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-07-17,2022,7,Kharif,572.07,2670.25,2766.59,2718.73,17,28,3,6
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2025-05-06,2025,5,Zaid,91.62,41.71,48.52,44.93,6,19,2,1
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-04-11,2025,4,Zaid,120.83,9.94,11.34,10.83,11,15,2,4
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-06-18,2020,6,Kharif,305.9,2156.67,2312.44,2234.12,18,25,2,3
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-06-20,2024,6,Kharif,878.53,10.36,11.49,11.33,20,25,2,3
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2022-11-30,2022,11,Rabi,805.41,5253.43,5948.51,5601.47,30,48,4,2
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2020-06-28,2020,6,Kharif,482.42,107.5,113.99,110.5,28,26,2,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-06-12,2023,6,Kharif,788.34,22.44,25.03,23.97,12,24,2,0
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-02-19,2025,2,Rabi,64.16,22.43,24.02,23.69,19,8,1,2
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-01-10,2022,1,Rabi,196.15,46.81,52.04,49.08,10,2,1,0
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2020-02-29,2020,2,Rabi,516.13,128.03,132.87,129.96,29,9,1,5
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-09-02,2023,9,Kharif,146.51,50.77,58.47,55.01,2,35,3,5
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-02-12,2022,2,Rabi,220.08,2639.6,2721.25,2680.02,12,6,1,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-10-16,2021,10,Rabi,40.4,7354.82,8134.47,7744.72,16,41,4,5
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-02-20,2023,2,Rabi,137.79,2512.64,2610.74,2562.02,20,8,1,0
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-02-06,2024,2,Rabi,31.77,2657.77,2844.5,2751.55,6,6,1,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-05-11,2020,5,Zaid,678.49,5270.85,6034.99,5652.94,11,20,2,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2021-11-29,2021,11,Rabi,402.65,41.33,46.83,43.95,29,48,4,0
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-04-05,2025,4,Zaid,889.01,51.97,54.65,52.89,5,14,2,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-07-13,2023,7,Kharif,137.76,2889.75,3037.6,2963.5,13,28,3,3
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-02-15,2023,2,Rabi,227.1,27.26,29.81,28.38,15,7,1,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-06-06,2020,6,Kharif,94.02,53.55,57.74,56.06,6,23,2,5
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-10-08,2025,10,Rabi,450.9,2471.63,2780.86,2626.1,8,41,4,2
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2025-01-04,2025,1,Rabi,199.22,72.14,75.48,73.96,4,1,1,5
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-11-05,2023,11,Rabi,624.46,43.99,46.38,45.19,5,44,4,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2020-09-17,2020,9,Kharif,408.78,4428.67,4895.98,4662.05,17,38,3,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2020-05-20,2020,5,Zaid,105.05,65.18,71.93,68.13,20,21,2,2
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2023-04-17,2023,4,Zaid,745.85,53.66,60.88,56.88,17,16,2,0
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-10-14,2021,10,Rabi,510.72,25.83,27.98,26.91,14,41,4,3
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2024-01-17,2024,1,Rabi,121.71,6352.98,6830.1,6591.17,17,3,1,2
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-05-09,2023,5,Zaid,285.07,1903.58,2095.66,1999.41,9,19,2,1
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-08-23,2022,8,Kharif,343.12,2614.27,2756.9,2685.98,23,34,3,1
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-03-08,2021,3,Rabi,319.19,2168.42,2330.93,2250.06,8,10,1,0
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-11-26,2024,11,Rabi,505.85,1998.85,2255.59,2127.26,26,48,4,1
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-09-01,2021,9,Kharif,854.01,1782.76,1986.48,1885.02,1,35,3,2
